title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url,Column
Niamey - niger,5.0,3.0,"G46C+3WQ Niger 13.51018° N, 2.12232° E, Avenue du Niger",Niamey,,NE,,+227 92 15 15 98,Restaurant égyptien,https://www.google.com/maps/search/?api=1&query=Niamey%20-%20niger&query_place_id=ChIJc6teMQB10BERta0rmlOEWBs,
MajFood,4.3,3.0,,Niamey,,NE,,+227 88 88 88 63,Restaurant,https://www.google.com/maps/search/?api=1&query=MajFood&query_place_id=ChIJZVvxikl10BER02_u9BArwSs,
Restaurant Salissa,3.3,3.0,F5W2+2J,Niamey,,NE,,+227 98 59 61 54,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Salissa&query_place_id=ChIJwU7_58kL0BERoM6K38QiJh4,
Restaurant chez Yakouba de l'université de Ny,4.3,3.0,"G32X+F2Q, Iskoki Road",Niamey,,NE,,,Restaurant familial,https://www.google.com/maps/search/?api=1&query=Restaurant%20chez%20Yakouba%20de%20l'universit%C3%A9%20de%20Ny&query_place_id=ChIJ3w8cIzt10BER4rW4Mxb5iGI,
Restaurant Gosen,3.0,3.0,G447+9GX,Niamey,,NE,,+227 91 59 11 74,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Restaurant%20Gosen&query_place_id=ChIJ50d23Q110BERIM7wa9Hli8M,
La couronne,4.3,3.0,G437+XGQ,Niamey,,NE,,,Restaurant asiatique,https://www.google.com/maps/search/?api=1&query=La%20couronne&query_place_id=ChIJw7mYyI910BER-HyrlSfNfTM,
Restaurant La Diva,4.7,3.0,G3VH+V93,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20La%20Diva&query_place_id=ChIJNcQvFwCf2hERkEqX_0LVbe8,
KING food,5.0,3.0,G3QP+PJ3 Recasement,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=KING%20food&query_place_id=ChIJZ2jPbgCf2hERjI-xbWRxz5g,
Restoran Galaxy,5.0,3.0,G4J4+889,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restoran%20Galaxy&query_place_id=ChIJfSXImzR10BERGbzrPuonzjo,
Afandina restaurant&coffe shop,5.0,3.0,Ctre Culturel Oumarou Ganda? Face commissariat constat,Niamey,,NE,,+227 91 53 39 90,Restaurant de riz,https://www.google.com/maps/search/?api=1&query=Afandina%20restaurant%26coffe%20shop&query_place_id=ChIJr3VBVb510BERVI3aNsohNJY,
Hôtel sahel,3.7,3.0,"G3RQ+G7R, Unnamed Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20sahel&query_place_id=ChIJC7tJZHOf2hERiNmSULxOurQ,
MUBARAK FOOD,4.0,3.0,,BP,,NE,,+227 90 84 94 35,Restaurant halal,https://www.google.com/maps/search/?api=1&query=MUBARAK%20FOOD&query_place_id=ChIJlcQJRhN10BER66UTcOWq2CE,
Restaurant le Buffet,3.7,3.0,G4P2+325,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20le%20Buffet&query_place_id=ChIJs0tLARqf2hER6jaryo5AJNA,
5 Elements of Life,3.7,3.0,"Bravia Hotel Niamey, Cases Allemandes",Niamey,,NE,,+227 88 15 18 18,Café et restaurant de grillades,https://www.google.com/maps/search/?api=1&query=5%20Elements%20of%20Life&query_place_id=ChIJnWSvLtp10BERLeSw8oumyyg,
ALBARKA FOOD,4.0,3.0,G474+VVF Résidence Mall,Niamey,,NE,,+227 90 35 37 07,Restaurant,https://www.google.com/maps/search/?api=1&query=ALBARKA%20FOOD&query_place_id=ChIJbzBQSOJ10BERo8Ve2jqIE88,
Palais des saveurs,5.0,3.0,"G474+2WH, Rue du Musée",Niamey,,NE,,+227 96 38 80 60,Restaurant,https://www.google.com/maps/search/?api=1&query=Palais%20des%20saveurs&query_place_id=ChIJ-R7K8cl10BERPtXvf50YLtw,
Gomni fastfood,5.0,3.0,G4F3+M92,Niamey,,NE,,+227 91 44 54 55,Restaurant,https://www.google.com/maps/search/?api=1&query=Gomni%20fastfood&query_place_id=ChIJB69OPqF10BERI3JoKs0336E,
Les spécialités de TATY,3.0,3.0,"G4M4+PW7, Bd Mali Bero",Niamey,,NE,,+227 89 16 16 22,Restaurant,https://www.google.com/maps/search/?api=1&query=Les%20sp%C3%A9cialit%C3%A9s%20de%20TATY&query_place_id=ChIJ_5JkxCh10BERB3fFqYuFm5k,
Good food,5.0,3.0,G45F+H5P,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Good%20food&query_place_id=ChIJ4VMjZwB10BERakWAhf48wIM,
Djimiz Food,4.0,3.0,H483+HV4,Niamey,,NE,,+227 82 00 20 20,Pizzeria,https://www.google.com/maps/search/?api=1&query=Djimiz%20Food&query_place_id=ChIJ293EVQCf2hERBKmQl9Lw3Qo,
Mechoui soni ali ber,4.3,3.0,"G49G+C6G, Boulevard de l'lndependance",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Mechoui%20soni%20ali%20ber&query_place_id=ChIJp_CLcbd10BERvQHnHJU91ss,
Garba d’Or,5.0,3.0,H472+449,Niamey,,NE,,+227 87 19 01 15,Restaurant,https://www.google.com/maps/search/?api=1&query=Garba%20d%E2%80%99Or&query_place_id=ChIJrcnJaACf2hERL7lVMM7isBM,
Turkish kebab,3.0,3.0,"G3QG+2Q3, RN1",Niamey,,NE,,,Restaurant familial,https://www.google.com/maps/search/?api=1&query=Turkish%20kebab&query_place_id=ChIJvxJvQNCf2hERcFYUD1pg-PU,
Restorant Mamaki Chez La Tantie,3.5,2.0,,Niamey,,NE,,+227 87 15 33 43,Restaurant,https://www.google.com/maps/search/?api=1&query=Restorant%20Mamaki%20Chez%20La%20Tantie&query_place_id=ChIJi8Ti9PYL0BERLmvf3c8tAPs,
Roast and Grills,5.0,2.0,Niamey 2000 à côté de la Station Oriba,,,NE,,,Restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Roast%20and%20Grills&query_place_id=ChIJOVYHBwAL0BERMrppnxNJ9E8,
Les délices de li,3.5,2.0,G57F+J8R,Niamey,,NE,,+227 96 48 53 85,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Les%20d%C3%A9lices%20de%20li&query_place_id=ChIJDTBL9qwL0BER1NHG8P11bIM,
Restaurant damouree indomi,5.0,2.0,F4CR+CCW,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20damouree%20indomi&query_place_id=ChIJa6EpcgB10BER4fezwdM974Q,
Restaurant Fast Food Talladje,4.5,2.0,G523+H64,Niamey,,NE,,+227 89 00 00 30,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Fast%20Food%20Talladje&query_place_id=ChIJ6aCvSbEL0BERKl7IHazb-pY,
Restaurant la grâce chez le 228,5.0,2.0,yerikamba.amela@gmail.com,Niamey,,NE,,+227 74 78 87 67,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20la%20gr%C3%A2ce%20chez%20le%20228&query_place_id=ChIJ678qdIV10BERMJZD2BpdvlY,
Restaurant de Fac de lettres,5.0,2.0,,Niamey,,NE,,+227 91 91 42 60,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20de%20Fac%20de%20lettres&query_place_id=ChIJEe10nPR10BERqedr9__-13M,
Issoufou boutique,4.0,2.0,G536+G9Q,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Issoufou%20boutique&query_place_id=ChIJl2Xzr3ML0BERU8Jb1GdwyAU,
Chez Yasin Big,2.5,2.0,G45R+MH5,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Chez%20Yasin%20Big&query_place_id=ChIJeWtDwu510BER9zl1B2B_UJg,
C,2.0,2.0,,al,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=C&query_place_id=ChIJUxpM9loL0BERn0Kit8qWR8M,
Final,1.5,2.0,"G46M+HF6, Unnamed Road",Niamey,,NE,,+227 99 40 87 78,Restaurant,https://www.google.com/maps/search/?api=1&query=Final&query_place_id=ChIJSYJ6I5B10BERfh_QB3SJaHU,
Restaurant UAM,4.5,2.0,G33G+328,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20UAM&query_place_id=ChIJxZF934N10BER57N4EE5cx3I,
Restaurant du Foyer Doka Noma,5.0,2.0,"G32X+FJH, RN6",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20du%20Foyer%20Doka%20Noma&query_place_id=ChIJFUmNI-F10BERdE0XW0XVvM8,
NUSEB Voie Expresse (Nouveau Marché),5.0,2.0,G44G+H3M,Niamey,,NE,,,Magasin vendant du poulet,https://www.google.com/maps/search/?api=1&query=NUSEB%20Voie%20Expresse%20(Nouveau%20March%C3%A9)&query_place_id=ChIJu-3n1Rd10BERiLZN0oKuD8o,
Best Boudin and Tsiré chez Maazou,4.5,2.0,G459+RQW,Niamey,,NE,,+227 96 14 23 37,Restaurant servant des grillades de mouton,https://www.google.com/maps/search/?api=1&query=Best%20Boudin%20and%20Tsir%C3%A9%20chez%20Maazou&query_place_id=ChIJtUXEGgB10BERQQOnBgfZ-6Q,
Établissement soumana souley alfari,4.5,2.0,96133766,Niamey,,NE,,,Cafétéria,https://www.google.com/maps/search/?api=1&query=%C3%89tablissement%20soumana%20souley%20alfari&query_place_id=ChIJJeJwPWR10BERxze02h-zIGc,
Restaurant Zi Galactic,3.0,2.0,"G33Q+62W, Unnamed Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Zi%20Galactic&query_place_id=ChIJF--uqiF10BERKP9WYEnbg0M,
Restaurant Chez Clarisse,2.5,2.0,G46G+J5R,Niamey,,NE,,+227 91 95 62 90,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20Clarisse&query_place_id=ChIJTRWpUdKf2hERZUcSuzVBOXc,
Restaurant bar Akwaba,5.0,2.0,Bp 213,Niamey,,NE,,+227 91 61 45 26,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20bar%20Akwaba&query_place_id=ChIJFZ_N13p10BER4NqQOw6aVeU,
RESTAURANT LA CORNICHE,5.0,2.0,G39J+XPM,Niamey,,NE,,+227 96 78 04 73,Restaurant,https://www.google.com/maps/search/?api=1&query=RESTAURANT%20LA%20CORNICHE&query_place_id=ChIJqVdpNEx10BERauKrH-Pi3As,
Service Traiteur Hombory Horizon,5.0,2.0,22 796 749 398,Niamey,,NE,,+227 96 74 93 98,Restaurant,https://www.google.com/maps/search/?api=1&query=Service%20Traiteur%20Hombory%20Horizon&query_place_id=ChIJr8DvQWWf2hERY-5HfP-mACw,
RESTAURANT La Cour des Grands,4.0,2.0,,Niamey,,NE,,+227 89 10 93 36,Restaurant,https://www.google.com/maps/search/?api=1&query=RESTAURANT%20La%20Cour%20des%20Grands&query_place_id=ChIJU14DMQCf2hER73iIkW82P_8,
Miamm Foods chez Aminata,4.5,2.0,BP 2288,Niamey,,NE,,+227 90 78 67 67,Restaurant halal,https://www.google.com/maps/search/?api=1&query=Miamm%20Foods%20chez%20Aminata&query_place_id=ChIJb35NHvSf2hERwOfQdZVKzIk,
Mousty'S Food,5.0,2.0,"G3PQ+C3V, Blvd Mali Bero",Niamey,,NE,,+227 82 44 58 81,Restaurant africain,https://www.google.com/maps/search/?api=1&query=Mousty'S%20Food&query_place_id=ChIJRdv8eQCf2hERaiT9zXpkN0E,
MENU DIETE,5.0,2.0,H327+4PG,Niamey,,NE,,+227 93 28 79 30,Restaurant diététique,https://www.google.com/maps/search/?api=1&query=MENU%20DIETE&query_place_id=ChIJR9p-i1qd2hERhqJfAd3kp5k,
Café Restaurant Signature,4.5,2.0,,Niamey,,NE,,+227 98 77 22 17,Restaurant,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Restaurant%20Signature&query_place_id=ChIJs0URqp-f2hER4FaxrdDCJsY,
restaurant Alfari,3.0,2.0,G3GJ+QXG,Niamey,,NE,,+227 96 76 27 27,Restaurant,https://www.google.com/maps/search/?api=1&query=restaurant%20Alfari&query_place_id=ChIJRw6EqhB10BERkhyoL4lqMyg,
Restaurant Chez AMIR ''Good food and Fast food'',1.0,2.0,G3FQ+WQ8,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Chez%20AMIR%20''Good%20food%20and%20Fast%20food''&query_place_id=ChIJa8YvUmd10BER5JD73dZ8cpE,
Fast food,4.0,2.0,G3V9+W2,Niamey,,NE,,+227 80 35 18 32,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Fast%20food&query_place_id=ChIJGzGZ1r2f2hERLRYSSYbgo4g,
food burger niamey,3.0,2.0,G3WG+9W2,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=food%20burger%20niamey&query_place_id=ChIJ8fa-VcCf2hERgYkkYBlv2oM,
Restaurant Masha Allah,5.0,2.0,,Niamey,,NE,,+227 96 57 12 20,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20Masha%20Allah&query_place_id=ChIJc5QfvqR10BERVJRMS_DZuew,
M'bolo Restaurant,4.0,2.0,"G3HW+WQR, Av. de Djermakoye",Niamey,,NE,,+227 92 35 35 75,Restaurant,https://www.google.com/maps/search/?api=1&query=M'bolo%20Restaurant&query_place_id=ChIJVT-1WBt10BERg0rMC8dZ5Nk,
Restaurant ABM Moubaraka,3.0,2.0,,22791500743,,NE,,+227 97 68 78 40,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20ABM%20Moubaraka&query_place_id=ChIJh--97Emh2hERt905KyYJURM,
OUZEROU,1.0,2.0,H49Q+R9H,Niamey,,NE,,,Restaurant japonais,https://www.google.com/maps/search/?api=1&query=OUZEROU&query_place_id=ChIJU6usKQCf2hER5kw3J30EMsY,
Le Sultan,4.5,2.0,,Niamey,,NE,,+227 98 70 49 29,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Le%20Sultan&query_place_id=ChIJf66X_7d10BERA_yuUEEaz4k,
S&N fast-food Restaurant Niamey,4.5,2.0,,Niamey,,NE,https://wa.me/qr/KEVHTQHO272DA1,+227 90 54 02 00,Restaurant,https://www.google.com/maps/search/?api=1&query=S%26N%20fast-food%20Restaurant%20Niamey&query_place_id=ChIJz_p8P7Z10BERodFi_kt0SbA,
Snack Régal Kebab,5.0,2.0,G43J+JQH,Niamey,,NE,,+227 91 15 16 51,Kebab,https://www.google.com/maps/search/?api=1&query=Snack%20R%C3%A9gal%20Kebab&query_place_id=ChIJBcb7FQB10BERqvqZ04c3lqM,
Spécial Sandwich blindé,4.5,2.0,G3CX+7JJ,Niamey,,NE,,+227 93 73 62 49,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Sp%C3%A9cial%20Sandwich%20blind%C3%A9&query_place_id=ChIJYwlWQQB10BERFbyGJWIc52w,
Les Mignardises de Sam,5.0,2.0,,Niamey,,NE,https://www.facebook.com/lesmignardisesdesam,+227 80 39 49 57,Restaurant de type buffet,https://www.google.com/maps/search/?api=1&query=Les%20Mignardises%20de%20Sam&query_place_id=ChIJM1i8mtCf2hERoxrRoWlAKfc,
Food empire by (nwanyi nnewi) nigeria food,5.0,2.0,G48H+H33,Niamey,,NE,,+227 97 32 57 19,Restaurant,https://www.google.com/maps/search/?api=1&query=Food%20empire%20by%20(nwanyi%20nnewi)%20nigeria%20food&query_place_id=ChIJAd4uJpR10BERsjH12Fo2N8A,
Bar Amitié,5.0,2.0,G4Q9+249,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Bar%20Amiti%C3%A9&query_place_id=ChIJ3_SSMaqf2hERlvcPsFlKjQ8,
HELLO FOOD,5.0,2.0,avenue complexe east CCOG,Niamey,,NE,,+227 88 02 00 34,Restaurant,https://www.google.com/maps/search/?api=1&query=HELLO%20FOOD&query_place_id=ChIJDwLKppV10BERr_wUCsIzLME,
Fast food sawki,4.0,2.0,G45H+FW9,Niamey,,NE,,+227 98 12 34 56,Restaurant,https://www.google.com/maps/search/?api=1&query=Fast%20food%20sawki&query_place_id=ChIJ75aW1OF10BERry67umLR0-s,
Kassoum-kassoum Saladerie,1.0,2.0,M. Économique,Niamey,,NE,,+227 89 88 28 00,Saladerie,https://www.google.com/maps/search/?api=1&query=Kassoum-kassoum%20Saladerie&query_place_id=ChIJ7QyfpnR10BERhy27vhg9KIc,
Chez RBS kebi,5.0,2.0,H4GC+Q5V,Niamey,,NE,,+227 97 08 08 10,Restaurant,https://www.google.com/maps/search/?api=1&query=Chez%20RBS%20kebi&query_place_id=ChIJmwyq4AKf2hER0VbXl995z7E,
RELAX FOOD,2.5,2.0,H495+RXG,Niamey,,NE,,+227 80 47 47 55,Restaurant,https://www.google.com/maps/search/?api=1&query=RELAX%20FOOD&query_place_id=ChIJTU_YcACf2hER72WZ6SURKpw,
Poissonneri Halal,1.0,2.0,H4R8+G5R,,,NE,,+227 91 23 14 42,Restaurant,https://www.google.com/maps/search/?api=1&query=Poissonneri%20Halal&query_place_id=ChIJO_NKaryf2hERdaox0QjK32M,
La source,4.5,2.0,G4M3+HG5,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=La%20source&query_place_id=ChIJg9Q-y4R10BER1JppBVzauDc,
Izo Food,2.0,2.0,,Niamey,,NE,https://web.facebook.com/IZO-FAST-FOOD-1378075178999453/,+227 96 76 59 39,Restaurant,https://www.google.com/maps/search/?api=1&query=Izo%20Food&query_place_id=ChIJSdD6iOaf2hER_jA_dBPE4hk,
Raissa,5.0,2.0,H4FH+2G7,Niamey,,NE,,+227 80 70 65 29,Café,https://www.google.com/maps/search/?api=1&query=Raissa&query_place_id=ChIJTWePiZCf2hERgdiVIZOPodk,
RESTAURANT ALI,3.0,1.0,G55V+XJ6,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=RESTAURANT%20ALI&query_place_id=ChIJ8bdRQwAL0BERz03pfocNjHk,
Buvette jangorzo,3.0,1.0,G56M+584,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Buvette%20jangorzo&query_place_id=ChIJeV4hJAAL0BERx6MFn_mN8GY,
Restaurant de Maimou ''les délices du sahel'',5.0,1.0,,Niamey,,NE,https://sites.google.com/view/lesdelicesdusahel/accueil,+227 80 77 74 25,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20de%20Maimou%20''les%20d%C3%A9lices%20du%20sahel''&query_place_id=ChIJX17aPrIL0BER9QNASh-uYGw,
Restaurant de la FSJP,5.0,1.0,"G32R+W3X, CHU Road",Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20de%20la%20FSJP&query_place_id=ChIJx5fW5E910BERXEGYwssqlt4,
Restaurant la légende,5.0,1.0,F4Q4+F82,Niamey,,NE,,+227 97 17 20 00,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20la%20l%C3%A9gende&query_place_id=ChIJY96SenZ10BER2fc-V4SU_hU,
Restaurant Sougrinoma,5.0,1.0,G463+2F5,Niamey,,NE,,+227 94 88 86 79,Restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Restaurant%20Sougrinoma&query_place_id=ChIJgxBp1gx10BERA7rPx74v2XE,
LeNOMADE restaurant & Café,5.0,1.0,"G484+3WM, Av. de la Mairie",Niamey,,NE,https://www.tiktok.com/@lenomade227?_r=1&_t=ZM-92CEP3jcNI0,+227 80 33 30 30,Restaurant,https://www.google.com/maps/search/?api=1&query=LeNOMADE%20restaurant%20%26%20Caf%C3%A9&query_place_id=ChIJC7fnOgB10BER7lJkDSjxiT8,
Delicia Co.,5.0,1.0,"G46C+47R Non loin du rond-point église, Maisons Économique",Niamey,,NE,,+227 90 75 77 11,Restaurant servant le petit-déjeuner,https://www.google.com/maps/search/?api=1&query=Delicia%20Co.&query_place_id=ChIJX9MOKwB10BERFUjrPj192CU,
Chez raicha manma,5.0,1.0,F4CQ+RQF,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Chez%20raicha%20manma&query_place_id=ChIJU1LHAQB10BERxplhuyzWiNE,
Brochette Ex Place Toumo,5.0,1.0,"G44M+H52, Boulevard de l'Independance",Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Brochette%20Ex%20Place%20Toumo&query_place_id=ChIJ1Yb-oUV10BERJBghPXZnUJ0,
Restaurant la somet,5.0,1.0,F4CQ+RQF,Niamey,,NE,,+227 97 40 98 28,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Restaurant%20la%20somet&query_place_id=ChIJG7PKqDl10BERb4elrhx_7DU,
Fast Food Chez Souleymane,1.0,1.0,"G44M+F5H, Boulevard de l'Independance",Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Fast%20Food%20Chez%20Souleymane&query_place_id=ChIJ1X84DMp10BERqr8cSPU7V5Q,
Fast-food,3.0,1.0,G46Q+3GC,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Fast-food&query_place_id=ChIJoT5rsbl10BERx9EbV5Ir6cE,
Resto' Chez Ali PP,4.0,1.0,G42P+XQV,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Resto'%20Chez%20Ali%20PP&query_place_id=ChIJHTTDEtJ10BERWNz9Iv0MFKE,
Chez Kadidia,5.0,1.0,G46G+J5R,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Chez%20Kadidia&query_place_id=ChIJaeP5DwB10BERW5Gaytm7Uos,
Tchiombiano Odette,5.0,1.0,"pharmacie, Harobanda",Niamey,,NE,,+227 95 37 76 51,Restaurant végétalien,https://www.google.com/maps/search/?api=1&query=Tchiombiano%20Odette&query_place_id=ChIJtc_7VTN10BERmwBu53tny84,
Sandwich blindé,5.0,1.0,G44G+3P7,Niamey,,NE,,,Restaurant servant le petit-déjeuner,https://www.google.com/maps/search/?api=1&query=Sandwich%20blind%C3%A9&query_place_id=ChIJVYfKPAB10BER5_UUAQmm_9c,
Those CEG 11,5.0,1.0,F4Q4+F82,Niamey,,NE,,,Restaurant de viande grillée (yakiniku),https://www.google.com/maps/search/?api=1&query=Those%20CEG%2011&query_place_id=ChIJlcZ-add10BERviZ3CqR3R9g,
Fast-Food Chez Ousmane,5.0,1.0,G45J+H29,Niamey,,NE,,,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Fast-Food%20Chez%20Ousmane&query_place_id=ChIJbbTpgS110BERrRjgmN-jkNE,
Restaurant rubi,2.0,1.0,"G448+P7F, Ave de l'Africa",Niamey,,NE,,+227 96 50 45 37,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20rubi&query_place_id=ChIJXVJz5S110BERaUTZkyVw6ww,
Kani Food Chap,4.0,1.0,"G46G+J5R, Nord faisceau ,château jumeau",Niamey,,NE,,+227 96 03 22 66,Restaurant,https://www.google.com/maps/search/?api=1&query=Kani%20Food%20Chap&query_place_id=ChIJ3337VUt10BERbYTJ6ztWEAY,
Restaurant Maiga,5.0,1.0,G2RP+54H,Niamey,,NE,,+227 98 28 15 87,Restaurant de grillades,https://www.google.com/maps/search/?api=1&query=Restaurant%20Maiga&query_place_id=ChIJlyKuFgCd2hERTNJQH-NmoMQ,
restaurant,5.0,1.0,G3M9+854,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=restaurant&query_place_id=ChIJO-xUKGt10BERfjFFsvi_g-4,
HamZa Food and Juice,4.0,1.0,G46G+J5R centre aéré,Niamey,,NE,,+227 88 48 89 26,Restauration rapide,https://www.google.com/maps/search/?api=1&query=HamZa%20Food%20and%20Juice&query_place_id=ChIJi8j3awB10BERg7ihzr8BPKQ,
Yassine Bassirou,5.0,1.0,G2XP+469,,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Yassine%20Bassirou&query_place_id=ChIJn6IxSZud2hERyo8qzWGFTQc,
Zoumaro BT,5.0,1.0,G2G4+JVP,Niamey,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Zoumaro%20BT&query_place_id=ChIJPZzpn0130BERkCKEgchtMhw,
Restaurant hyppopothalamus,5.0,1.0,,Niamey,,NE,,,Restaurant de volaille,https://www.google.com/maps/search/?api=1&query=Restaurant%20hyppopothalamus&query_place_id=ChIJGSotL1J10BERjOyuthl_NfE,
Restaurant & salle de jeu Le cercle,5.0,1.0,H3RR+GF6,Niamey,,NE,,+227 80 74 36 45,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20%26%20salle%20de%20jeu%20Le%20cercle&query_place_id=ChIJGWNIKQCf2hERktpXyzg5Pmg,
Restaurant mamaki,5.0,1.0,G3FR+MRG,Niamey,,NE,,+227 88 42 97 17,Restaurant,https://www.google.com/maps/search/?api=1&query=Restaurant%20mamaki&query_place_id=ChIJV70mxDB10BERUF3EEGIsMOo,
Nado Établissement,5.0,1.0,,Niamey,,NE,,+227 88 44 01 15,Restaurant,https://www.google.com/maps/search/?api=1&query=Nado%20%C3%89tablissement&query_place_id=ChIJ05DNPMR10BERYUH6aRLkGRg,
Dons des mains,5.0,1.0,G3FV+G9H,Niamey,,NE,,,Restaurant français,https://www.google.com/maps/search/?api=1&query=Dons%20des%20mains&query_place_id=ChIJ1TdgCAB10BERQilCJ9FBj-c,
Juma Restaurant Cuisine Nigérienne et Fast Food,5.0,1.0,,Niamey,,NE,,+227 80 47 46 46,Restauration rapide,https://www.google.com/maps/search/?api=1&query=Juma%20Restaurant%20Cuisine%20Nig%C3%A9rienne%20et%20Fast%20Food&query_place_id=ChIJZzD002V10BERs9LSxRRT_Ac,
Maison Grill,5.0,1.0,G3FR+WRM en face de la clinique d'Iran,Niamey,,NE,,+227 87 72 22 22,Restaurant,https://www.google.com/maps/search/?api=1&query=Maison%20Grill&query_place_id=ChIJxaVPHgB10BER5wYUVRcFJkE,
Les Gourmandises de Maman Nathan,5.0,1.0,Bandjo,Niamey,,NE,,+227 90 12 00 07,Restaurant,https://www.google.com/maps/search/?api=1&query=Les%20Gourmandises%20de%20Maman%20Nathan&query_place_id=ChIJ-emOXJ-d2hERP266HMsYLq4,
La Casa,5.0,1.0,"G3R9+2J7, Boulevard Askia Mohamed",Niamey,,NE,,,Restaurant africain,https://www.google.com/maps/search/?api=1&query=La%20Casa&query_place_id=ChIJ7VCwLwCf2hERQJpH8Qf_uz4,
Daouda Mohamed,5.0,1.0,G5FM+P2Q,,,NE,,,Pizzeria,https://www.google.com/maps/search/?api=1&query=Daouda%20Mohamed&query_place_id=ChIJsVRoSF8L0BERpqvvIWKa0jg,
Frites Et Brochettes,3.0,1.0,G5HG+4Q5,,,NE,,,Restaurant,https://www.google.com/maps/search/?api=1&query=Frites%20Et%20Brochettes&query_place_id=ChIJU83fzZIL0BERu0rT4l6roUE,
Dadin kowa,5.0,1.0,H338+WWF,Niamey,,NE,,,Restaurant de type buffet,https://www.google.com/maps/search/?api=1&query=Dadin%20kowa&query_place_id=ChIJX_6W7Aqf2hERe-vKQUDu3yQ,
G8,5.0,1.0,1220 RN1,Niamey,,NE,,+227 91 63 27 27,Restaurant,https://www.google.com/maps/search/?api=1&query=G8&query_place_id=ChIJ_z-eGlR10BERYYOqHOlE-wk,
Aguissa Food And Services,4.0,1.0,H35J+GCV almoustaphaaguissa1@gmail.com,Niamey,,NE,,+227 80 82 03 57,Restaurant,https://www.google.com/maps/search/?api=1&query=Aguissa%20Food%20And%20Services&query_place_id=ChIJeSzrlcSf2hER2l9JdXorxiw,
